date,meantemp
2013/12/6,16.125
2013/12/7,16
2013/12/8,16.5
2013/12/9,16.125
2013/12/10,15.5
2013/12/11,16.625
2013/12/12,17.75
2013/12/13,17.14285714
2013/12/14,16.14285714
2013/12/15,15.5
2013/12/16,15.25
2013/12/17,14.75
2013/12/18,14.875
2013/12/19,16.125
2013/12/20,15.375
2013/12/21,14.75
2013/12/22,15.25
2013/12/23,14.25
2013/12/24,13.5
2013/12/25,13.66666667
2013/12/26,12.125
2013/12/27,11.875
2013/12/28,10.875
2013/12/29,10.57142857
2013/12/30,12.375
2013/12/31,14.5
2014/1/1,13.375
2014/1/2,11
2014/1/3,12.5
2014/1/4,12.875
2014/1/5,12.375
2014/1/6,11.42857143
2014/1/7,12.14285714
2014/1/8,11.875
2014/1/9,12.83333333
2014/1/10,12.375
2014/1/11,12.125
2014/1/12,12.875
2014/1/13,14
2014/1/14,14.875
2014/1/15,12
2014/1/16,12.28571429
2014/1/17,12
2014/1/18,12.5
2014/1/19,14.5
2014/1/20,14.625
2014/1/21,13.57142857
2014/1/22,15.25
2014/1/23,15.625
2014/1/24,13.875
2014/1/25,11.75
2014/1/26,14.375
2014/1/27,16.625
2014/1/28,16.625
2014/1/29,14.875
2014/1/30,14.5
2014/1/31,14.75
2014/2/1,14
2014/2/2,15.25
2014/2/3,18.42857143
2014/2/4,18.85714286
2014/2/5,17
2014/2/6,18.5
2014/2/7,19.625
2014/2/8,13.625
2014/2/9,12.875
2014/2/10,12.625
2014/2/11,13.375
2014/2/12,13.25
2014/2/13,15.25
2014/2/14,13
2014/2/15,12.375
2014/2/16,13.5
2014/2/17,15.125
2014/2/18,15.25
2014/2/19,15.125
2014/2/20,16.125
2014/2/21,17.125
2014/2/22,16.625
2014/2/23,16.5
2014/2/24,16.375
2014/2/25,18.125
2014/2/26,18.75
2014/2/27,18.625
2014/2/28,15.625
2014/3/1,16.14285714
2014/3/2,16.125
2014/3/3,17.875
2014/3/4,18.75
2014/3/5,18.875
2014/3/6,18.375
2014/3/7,18.5
2014/3/8,19.875
2014/3/9,22
2014/3/10,20
2014/3/11,20.71428571
2014/3/12,20
2014/3/13,19
2014/3/14,19.625
2014/3/15,21.625
2014/3/16,23.125
2014/3/17,26.25
2014/3/18,24.85714286
2014/3/19,21.75
2014/3/20,21.5
2014/3/21,22.5
2014/3/22,25
2014/3/23,22.75
2014/3/24,22.375
2014/3/25,24.625
2014/3/26,25.125
2014/3/27,23.5
2014/3/28,24.42857143
2014/3/29,25.875
2014/3/30,24.125
2014/3/31,24.125
2014/4/1,24.875
2014/4/2,26.75
2014/4/3,25
2014/4/4,25.85714286
2014/4/5,27.375
2014/4/6,30.125
2014/4/7,27.25
2014/4/8,25.75
2014/4/9,25.75
2014/4/10,26.375
2014/4/11,28.14285714
2014/4/12,29.125
2014/4/13,26.875
2014/4/14,27.625
2014/4/15,29
2014/4/16,27.125
2014/4/17,26.375
2014/4/18,24.25
2014/4/19,25.625
2014/4/20,27
2014/4/21,28
2014/4/22,29.375
2014/4/23,29.125
2014/4/24,29.375
2014/4/25,30.625
2014/4/26,31.5
2014/4/27,30.625
2014/4/28,31.5
2014/4/29,32.125
2014/4/30,33.25
2014/5/1,34.875
2014/5/2,34.375
2014/5/3,31.75
2014/5/4,31.875
2014/5/5,29.75
2014/5/6,29.57142857
2014/5/7,31.75
2014/5/8,31.375
2014/5/9,30.5
2014/5/10,30
2014/5/11,29.625
2014/5/12,28
2014/5/13,25.25
2014/5/14,26.875
2014/5/15,29.5
2014/5/16,31.125
2014/5/17,29.875
2014/5/18,31.5
2014/5/19,32.375
2014/5/20,31.125
2014/5/21,33
2014/5/22,33.25
2014/5/23,34.625
2014/5/24,31.5
2014/5/25,31.5
2014/5/26,30.125
2014/5/27,31.875
2014/5/28,33.625
2014/5/29,35.25
2014/5/30,33.125
2014/5/31,34.625
2014/6/1,32.75
2014/6/2,32.75
2014/6/3,34.875
2014/6/4,35.25
2014/6/5,36.875
2014/6/6,37.5
2014/6/7,38.5
2014/6/8,37.625
2014/6/9,37.875
2014/6/10,37.25
2014/6/11,37.625
2014/6/12,32.875
2014/6/13,30.25
2014/6/14,30.5
2014/6/15,33.875
2014/6/16,36.375
2014/6/17,36.875
2014/6/18,33.875
2014/6/19,35.75
2014/6/20,38
2014/6/21,36.875
2014/6/22,34.5
2014/6/23,32.125
2014/6/24,33
2014/6/25,32.25
2014/6/26,32.5
2014/6/27,34.75
2014/6/28,34.875
2014/6/29,33
2014/6/30,32
2014/7/1,31.375
2014/7/2,29.5
2014/7/3,28.875
2014/7/4,31.38888889
2014/7/5,34.70588235
2014/7/6,30.625
2014/7/7,34
2014/7/8,35
2014/7/9,36
2014/7/10,36.125
2014/7/11,36.625
2014/7/12,35.875
2014/7/13,31.625
2014/7/14,32.375
2014/7/15,33.125
2014/7/16,32.625
2014/7/17,30.75
2014/7/18,27.25
2014/7/19,29.875
2014/7/20,30.875
2014/7/21,32.125
2014/7/22,31.625
2014/7/23,30.625
2014/7/24,30.5
2014/7/25,30.75
2014/7/26,32.5
2014/7/27,31.71428571
2014/7/28,30
2014/7/29,30.25
2014/7/30,31.875
2014/7/31,32.5
2014/8/1,33.25
2014/8/2,30.125
2014/8/3,31.5
2014/8/4,30.5
2014/8/5,29.75
2014/8/6,32.125
2014/8/7,31.125
2014/8/8,31
2014/8/9,29.23529412
2014/8/10,28.5
2014/8/11,31.125
2014/8/12,32.125
2014/8/13,32.125
2014/8/14,30.375
2014/8/15,31.125
2014/8/16,30.42857143
2014/8/17,31.375
2014/8/18,31.875
2014/8/19,33
2014/8/20,33.25
2014/8/21,32.5
2014/8/22,33
2014/8/23,33.125
2014/8/24,33.125
2014/8/25,33.875
2014/8/26,34.125
2014/8/27,33.85714286
2014/8/28,29.625
2014/8/29,30.375
2014/8/30,28.625
2014/8/31,27.625
2014/9/1,29.42857143
2014/9/2,29.25
2014/9/3,28.625
2014/9/4,27.875
2014/9/5,26.5
2014/9/6,28.5
2014/9/7,31
2014/9/8,31.25
2014/9/9,31
2014/9/10,28.75
2014/9/11,26.57142857
2014/9/12,28.5
2014/9/13,29.375
2014/9/14,29.125
2014/9/15,29.625
2014/9/16,30.625
2014/9/17,30.625
2014/9/18,30.5
2014/9/19,31
2014/9/20,31.125
2014/9/21,30.5
2014/9/22,30.625
2014/9/23,31
2014/9/24,29.625
2014/9/25,30
2014/9/26,30
2014/9/27,30.5
2014/9/28,30.25
2014/9/29,30.5
2014/9/30,30.625
2014/10/1,30.42857143
2014/10/2,30.375
2014/10/3,30.5
2014/10/4,31
2014/10/5,30.625
2014/10/6,30.625
2014/10/7,31
2014/10/8,28.75
2014/10/9,27.625
2014/10/10,27.125
2014/10/11,25.71428571
2014/10/12,26
2014/10/13,27.625
2014/10/14,24.5
2014/10/15,24.5
2014/10/16,23
2014/10/17,25
2014/10/18,24
2014/10/19,23.75
2014/10/20,24.75
2014/10/21,25.625
2014/10/22,25.75
2014/10/23,25.25
2014/10/24,25.5
2014/10/25,25.25
2014/10/26,25.125
2014/10/27,24.875
2014/10/28,25.125
2014/10/29,24.75
2014/10/30,23.875
2014/10/31,23.375
2014/11/1,22.5
2014/11/2,22.875
2014/11/3,23.375
2014/11/4,23.625
2014/11/5,22.75
2014/11/6,23
2014/11/7,24
2014/11/8,23.875
2014/11/9,24.125
2014/11/10,21.375
2014/11/11,19.25
2014/11/12,19.625
2014/11/13,18.5
2014/11/14,18.375
2014/11/15,18.625
2014/11/16,18.25
2014/11/17,17.75
2014/11/18,17.625
2014/11/19,17.5
2014/11/20,20.375
2014/11/21,18.25
2014/11/22,19.875
2014/11/23,17.125
2014/11/24,16.875
2014/11/25,16.5
2014/11/26,19.625
2014/11/27,18.125
2014/11/28,19.375
2014/11/29,20.25
2014/11/30,19.75
2014/12/1,20
2014/12/2,21.375
2014/12/3,25
2014/12/4,21.25
2014/12/5,17.75
2014/12/6,18.25
2014/12/7,17.25
2014/12/8,17
2014/12/9,15.28571429
2014/12/10,21.5
2014/12/11,19.625
2014/12/12,17.5
2014/12/13,16
2014/12/14,16.875
2014/12/15,16.625
2014/12/16,17.75
2014/12/17,12.875
2014/12/18,11.75
2014/12/19,11.75
2014/12/20,11.25
2014/12/21,9.5
2014/12/22,9.375
2014/12/23,9.625
2014/12/24,9.875
2014/12/25,9.25
2014/12/26,10.75
2014/12/27,10.375
2014/12/28,9
2014/12/29,11.125
2014/12/30,11.625
2014/12/31,12.375
2015/1/1,14.75
2015/1/2,14.875
2015/1/3,15.125
2015/1/4,14.125
2015/1/5,14
2015/1/6,12
2015/1/7,9.625
2015/1/8,10
2015/1/9,10.625
2015/1/10,11.125
2015/1/11,11
2015/1/12,10.625
2015/1/13,12.25
2015/1/14,12
2015/1/15,12.375
2015/1/16,13
2015/1/17,13.5
2015/1/18,13
2015/1/19,13.75
2015/1/20,13.375
2015/1/21,13.25
2015/1/22,12.625
2015/1/23,14.625
2015/1/24,12.375
2015/1/25,13.25
2015/1/26,13.75
2015/1/27,13.25
2015/1/28,11.71428571
2015/1/29,11.5
2015/1/30,12.75
2015/1/31,13.75
2015/2/1,15
2015/2/2,17.375
2015/2/3,16.75
2015/2/4,14.625
2015/2/5,14.625
2015/2/6,15.125
2015/2/7,15.875
2015/2/8,16.625
2015/2/9,16.875
2015/2/10,15.75
2015/2/11,16
2015/2/12,15.5
2015/2/13,17.25
2015/2/14,19.375
2015/2/15,18.875
2015/2/16,20.625
2015/2/17,21.14285714
2015/2/18,21.25
2015/2/19,22.75
2015/2/20,22.75
2015/2/21,21.875
2015/2/22,22.14285714
2015/2/23,21.5
2015/2/24,22.875
2015/2/25,23.125
2015/2/26,20
2015/2/27,19.25
2015/2/28,21.25
2015/3/1,17.375
2015/3/2,17.5
2015/3/3,16.25
2015/3/4,16.75
2015/3/5,18.75
2015/3/6,20
2015/3/7,18.375
2015/3/8,19.5
2015/3/9,18.125
2015/3/10,17.75
2015/3/11,18.25
2015/3/12,20.5
2015/3/13,21.375
2015/3/14,21.5
2015/3/15,17.625
2015/3/16,19.85714286
2015/3/17,20.875
2015/3/18,20.25
2015/3/19,21.125
2015/3/20,22.5
2015/3/21,24.875
2015/3/22,25.125
2015/3/23,24.75
2015/3/24,25.75
2015/3/25,26.625
2015/3/26,28.5
2015/3/27,27.375
2015/3/28,27
2015/3/29,25
2015/3/30,23.5
2015/3/31,25.25
2015/4/1,26.42857143
2015/4/2,28.71428571
2015/4/3,24.5
2015/4/4,21
2015/4/5,23.57142857
2015/4/6,25
2015/4/7,23.75
2015/4/8,25.625
2015/4/9,26
2015/4/10,27.125
2015/4/11,28.25
2015/4/12,24.375
2015/4/13,24.75
2015/4/14,26.25
2015/4/15,27.625
2015/4/16,25.25
2015/4/17,28.125
2015/4/18,30.125
2015/4/19,32.125
2015/4/20,32.875
2015/4/21,31.75
2015/4/22,30.75
2015/4/23,30.75
2015/4/24,31.125
2015/4/25,30.5
2015/4/26,28.75
2015/4/27,30.125
2015/4/28,31
2015/4/29,31.25
2015/4/30,32.625
2015/5/1,31.25
2015/5/2,30.125
2015/5/3,31
2015/5/4,30.875
2015/5/5,32.125
2015/5/6,34.125
2015/5/7,35.42857143
2015/5/8,34.125
2015/5/9,35.125
2015/5/10,35.125
2015/5/11,34
2015/5/12,33.125
2015/5/13,27.75
2015/5/14,29.625
2015/5/15,28.5
2015/5/16,30
2015/5/17,33.25
2015/5/18,35.375
2015/5/19,31.5
2015/5/20,33.125
2015/5/21,35.625
2015/5/22,36.25
2015/5/23,37.375
2015/5/24,36
2015/5/25,37.75
2015/5/26,35.25
2015/5/27,33.75
2015/5/28,34.75
2015/5/29,35.125
2015/5/30,32.25
2015/5/31,34.25
2015/6/1,29.375
2015/6/2,31.625
2015/6/3,28.625
2015/6/4,31.875
2015/6/5,32.625
2015/6/6,33.375
2015/6/7,35
2015/6/8,36.5
2015/6/9,37.625
2015/6/10,36.625
2015/6/11,35.625
2015/6/12,35.875
2015/6/13,31.125
2015/6/14,27
2015/6/15,31
2015/6/16,32.375
2015/6/17,33.875
2015/6/18,35.125
2015/6/19,35.875
2015/6/20,33.125
2015/6/21,30.375
2015/6/22,32.125
2015/6/23,31.5
2015/6/24,37.25
2015/6/25,26.625
2015/6/26,31.125
2015/6/27,32.625
2015/6/28,34.25
2015/6/29,31.125
2015/6/30,30.875
2015/7/1,32
2015/7/2,33.75
2015/7/3,33
2015/7/4,34.125
2015/7/5,35.71428571
2015/7/6,27.875
2015/7/7,28.125
2015/7/8,31.25
2015/7/9,29.625
2015/7/10,26.625
2015/7/11,25.5
2015/7/12,25.5
2015/7/13,29.875
2015/7/14,30.875
2015/7/15,33.375
2015/7/16,31.75
2015/7/17,30.75
2015/7/18,29.5
2015/7/19,30.125
2015/7/20,29.125
2015/7/21,31.375
2015/7/22,32.25
2015/7/23,32.125
2015/7/24,32
2015/7/25,30.85714286
2015/7/26,30
2015/7/27,29.625
2015/7/28,29.5
2015/7/29,28.5
2015/7/30,29
2015/7/31,29
2015/8/1,28.25
2015/8/2,29.625
2015/8/3,31.5
2015/8/4,29.42857143
2015/8/5,29.59375
2015/8/6,29.5
2015/8/7,29.25
2015/8/8,28.875
2015/8/9,27.375
2015/8/10,30.375
2015/8/11,28.375
2015/8/12,30.75
2015/8/13,32
2015/8/14,30.875
2015/8/15,28.5
2015/8/16,28.625
2015/8/17,30.75
2015/8/18,29.125
2015/8/19,31.25
2015/8/20,30.75
2015/8/21,29.375
2015/8/22,30.25
2015/8/23,29.875
2015/8/24,30.75
2015/8/25,32
2015/8/26,32
2015/8/27,32.5
2015/8/28,32
2015/8/29,32.25
2015/8/30,32.625
2015/8/31,31.85714286
2015/9/1,32.125
2015/9/2,31.875
2015/9/3,31.625
2015/9/4,32
2015/9/5,30.875
2015/9/6,31.25
2015/9/7,31.5
2015/9/8,31.625
2015/9/9,31
2015/9/10,31.25
2015/9/11,30.75
2015/9/12,32.14285714
2015/9/13,32.125
2015/9/14,31.875
2015/9/15,33
2015/9/16,32.375
2015/9/17,31.375
2015/9/18,31
2015/9/19,30.625
2015/9/20,29.14285714
2015/9/21,30.125
2015/9/22,30.25
2015/9/23,28.625
2015/9/24,28.25
2015/9/25,28.5
2015/9/26,29.25
2015/9/27,28.71428571
2015/9/28,28.25
2015/9/29,29
2015/9/30,29
2015/10/1,28.125
2015/10/2,28.28571429
2015/10/3,30
2015/10/4,29
2015/10/5,28.875
2015/10/6,28.375
2015/10/7,28.625
2015/10/8,28.375
2015/10/9,28.5
2015/10/10,28.5
2015/10/11,28.57142857
2015/10/12,29.25
2015/10/13,29.5
2015/10/14,28.125
2015/10/15,27.5
2015/10/16,27.875
2015/10/17,28
2015/10/18,26.85714286
2015/10/19,28.14285714
2015/10/20,27.71428571
2015/10/21,26.5
2015/10/22,24.75
2015/10/23,24
2015/10/24,24.875
2015/10/25,26.375
2015/10/26,25.625
2015/10/27,24.75
2015/10/28,20.875
2015/10/29,22.125
2015/10/30,22.375
2015/10/31,22.375
2015/11/1,22.875
2015/11/2,23.375
2015/11/3,24
2015/11/4,23.75
2015/11/5,22.125
2015/11/6,22.875
2015/11/7,21.875
2015/11/8,21.875
2015/11/9,21.75
2015/11/10,22.75
2015/11/11,21.875
2015/11/12,21.875
2015/11/13,22.375
2015/11/14,22.375
2015/11/15,22.5
2015/11/16,21.875
2015/11/17,19.875
2015/11/18,18.5
2015/11/19,18.5
2015/11/20,18.5
2015/11/21,18.75
2015/11/22,18.625
2015/11/23,17
2015/11/24,18.5
2015/11/25,19.375
2015/11/26,20
2015/11/27,18.5
2015/11/28,18.75
2015/11/29,18.125
2015/11/30,19.5
2015/12/1,19.25
2015/12/2,18.125
2015/12/3,17.625
2015/12/4,17.625
2015/12/5,17.5
2015/12/6,17.125
2015/12/7,17.625
2015/12/8,18.42857143
2015/12/9,18.375
2015/12/10,19
2015/12/11,17.25
2015/12/12,13.25
2015/12/13,12.875
2015/12/14,13.25
2015/12/15,13.125
2015/12/16,13
2015/12/17,12.25
2015/12/18,12.875
2015/12/19,12.375
2015/12/20,11.75
2015/12/21,12.625
2015/12/22,12
2015/12/23,12.5
2015/12/24,11.25
2015/12/25,11.5
2015/12/26,12.75
2015/12/27,15.375
2015/12/28,17.125
2015/12/29,16.375
2015/12/30,15.5
2015/12/31,15
2016/1/1,14.71428571
2016/1/2,14
2016/1/3,14.375
2016/1/4,15.75
2016/1/5,15.83333333
2016/1/6,17.375
2016/1/7,17.125
2016/1/8,15.5
2016/1/9,15.85714286
2016/1/10,15.625
2016/1/11,15.75
2016/1/12,18
2016/1/13,18.26666667
2016/1/14,15.5625
2016/1/15,13
2016/1/16,13.6
2016/1/17,14
2016/1/18,13.26666667
2016/1/19,12.35714286
2016/1/20,12.06666667
2016/1/21,12.1875
2016/1/22,11.73333333
2016/1/23,14.4375
2016/1/24,11.1875
2016/1/25,11.66666667
2016/1/26,14.5625
2016/1/27,17.58333333
2016/1/28,16.85714286
2016/1/29,19.5625
2016/1/30,20.14285714
2016/1/31,17.375
2016/2/1,15.84615385
2016/2/2,15.26666667
2016/2/3,13.125
2016/2/4,16.36363636
2016/2/5,12.66666667
2016/2/6,15.33333333
2016/2/7,15.625
2016/2/8,17.09090909
2016/2/9,17.76923077
2016/2/10,18.13333333
2016/2/11,19.6875
2016/2/12,19.2
2016/2/13,17.06666667
2016/2/14,17.64285714
2016/2/15,17.6
2016/2/16,18.21428571
2016/2/17,18.71428571
2016/2/18,19.46666667
2016/2/19,23.15384615
2016/2/20,23.625
2016/2/21,21
2016/2/22,21
2016/2/23,21.42857143
2016/2/24,21.6875
2016/2/25,22.5625
2016/2/26,22.8
2016/2/27,22.8
2016/2/28,23
2016/2/29,23.875
2016/3/1,24.91666667
2016/3/2,24.93333333
2016/3/3,26
2016/3/4,27.3125
2016/3/5,23.93333333
2016/3/6,22.8125
2016/3/7,23.71428571
2016/3/8,23.42857143
2016/3/9,24
2016/3/10,25.5625
2016/3/11,25.06666667
2016/3/12,24.5625
2016/3/13,24.25
2016/3/14,22.375
2016/3/15,24.06666667
2016/3/16,23.9375
2016/3/17,26.3125
2016/3/18,26.1875
2016/3/19,26.78571429
2016/3/20,27.13333333
2016/3/21,26.625
2016/3/22,25.0625
2016/3/23,26.2
2016/3/24,28.13333333
2016/3/25,29.875
2016/3/26,24.66666667
2016/3/27,26.25
2016/3/28,25.93333333
2016/3/29,27.125
2016/3/30,29.57142857
2016/3/31,30
2016/4/1,30.57142857
2016/4/2,32.3125
2016/4/3,33.3125
2016/4/4,32.8125
2016/4/5,32.3125
2016/4/6,31.375
2016/4/7,29.93333333
2016/4/8,29.26666667
2016/4/9,30.73333333
2016/4/10,32.25
2016/4/11,29.8
2016/4/12,30.2
2016/4/13,31.75
2016/4/14,33.125
2016/4/15,33.625
2016/4/16,35.6875
2016/4/17,34.66666667
2016/4/18,34.625
2016/4/19,34
2016/4/20,34.0625
2016/4/21,34
2016/4/22,33.25
2016/4/23,31.91666667
2016/4/24,31.3125
2016/4/25,31.75
2016/4/26,33.4375
2016/4/27,33.125
2016/4/28,34.15384615
2016/4/29,34.07142857
2016/4/30,33.0625
2016/5/1,34.6875
2016/5/2,38
2016/5/3,35.5
2016/5/4,33.71428571
2016/5/5,30.6
2016/5/6,31.4375
2016/5/7,33.3125
2016/5/8,35.13333333
2016/5/9,33.53333333
2016/5/10,34
2016/5/11,32.5
2016/5/12,35.375
2016/5/13,37.29411765
2016/5/14,36.5625
2016/5/15,37.25
2016/5/16,37.21428571
2016/5/17,37.5
2016/5/18,37.75
2016/5/19,37.375
2016/5/20,37.4
2016/5/21,36.13333333
2016/5/22,36.8
2016/5/23,32.21428571
2016/5/24,31.52631579
2016/5/25,33.2173913
2016/5/26,35.26923077
2016/5/27,38.27272727
2016/5/28,36.0625
2016/5/29,31.5
2016/5/30,26.8125
2016/5/31,32.64285714
